,input,input_type,values_type,size
296,"[3, 13, 12, 8, 6, 14, 3, 3, 4, 14, 4, 1, 7]",<class 'list'>,<class 'int'>,13
297,"[5, 3, 2, 6, 2]",<class 'list'>,<class 'int'>,5
298,"[10, 0, 5]",<class 'list'>,<class 'int'>,3
299,"[12, 10, 1, 3, 4]",<class 'list'>,<class 'int'>,5
300,"[14, 0, 4, 3, 4]",<class 'list'>,<class 'int'>,5
301,"[14, 1, 14, 14, 12, 10, 10, 8, 13, 10, 13, 12]",<class 'list'>,<class 'int'>,12
302,"[0, 14, 4, 1, 1]",<class 'list'>,<class 'int'>,5
303,"[1, 8, 9, 4, 9, 6, 2, 1, 3, 0, 5, 0, 10]",<class 'list'>,<class 'int'>,13
304,"[7, 0, 13, 11, 10, 10, 10, 1, 13, 14, 6, 4]",<class 'list'>,<class 'int'>,12
305,"[5, 13, 8, 6, 11, 6, 0, 7, 3]",<class 'list'>,<class 'int'>,9
306,"[3, 4, 12, 7, 6, 1, 9, 12, 5, 4, 8, 8, 6]",<class 'list'>,<class 'int'>,13
307,"[0, 5, 5, 10, 6, 0, 11, 7, 9, 2, 2, 12, 9, 13]",<class 'list'>,<class 'int'>,14
308,"[6, 8, 8, 0, 14, 13, 4, 14, 14, 13, 2, 11, 14, 2]",<class 'list'>,<class 'int'>,14
309,"[5, 1, 12, 13, 14, 0, 9, 8, 13]",<class 'list'>,<class 'int'>,9
310,"[4, 9, 7]",<class 'list'>,<class 'int'>,3
311,"[9, 2, 0, 5, 6, 3]",<class 'list'>,<class 'int'>,6
312,"[10, 12, 5, 13, 11, 10, 9, 1, 4, 11, 1]",<class 'list'>,<class 'int'>,11
313,"[3, 7, 9, 14, 9, 5, 1, 12, 12, 14, 7]",<class 'list'>,<class 'int'>,11
314,"[3, 1, 5, 7, 3, 1, 12]",<class 'list'>,<class 'int'>,7
315,"[12, 9, 2, 10, 0, 4, 8]",<class 'list'>,<class 'int'>,7
316,"[2, 5, 4, 1, 2, 9, 4, 6, 10, 13, 10]",<class 'list'>,<class 'int'>,11
317,"[5, 5, 3, 11, 4, 14, 11, 10, 8, 12, 5, 10]",<class 'list'>,<class 'int'>,12
318,"[8, 11, 0, 10, 14, 2, 6, 6, 11, 4, 11]",<class 'list'>,<class 'int'>,11
319,"[5, 5, 8, 0]",<class 'list'>,<class 'int'>,4
320,"[14, 9, 6, 14, 10, 9, 9, 10, 1, 9, 5, 8, 9, 8]",<class 'list'>,<class 'int'>,14
321,"[5, 5, 10, 14, 4, 9, 2]",<class 'list'>,<class 'int'>,7
322,"[12, 2, 5, 10, 2, 5, 8]",<class 'list'>,<class 'int'>,7
323,"[4, 6, 9, 12, 6, 1, 6, 11, 14, 0]",<class 'list'>,<class 'int'>,10
324,"[4, 13, 0]",<class 'list'>,<class 'int'>,3
325,"[1, 12, 7, 1, 13, 2, 1]",<class 'list'>,<class 'int'>,7
326,"[12, 5, 3, 6, 11, 3, 0, 13, 1, 0]",<class 'list'>,<class 'int'>,10
327,"[4, 7, 1, 1, 10]",<class 'list'>,<class 'int'>,5
328,"[5, 2, 14, 0, 11, 11, 4, 1, 7, 5, 12, 3, 5, 1]",<class 'list'>,<class 'int'>,14
329,"[5, 8, 9, 12, 6]",<class 'list'>,<class 'int'>,5
330,"[13, 13, 11, 3, 11, 10, 13, 8, 4, 7, 7, 1]",<class 'list'>,<class 'int'>,12
331,"[2, 0, 12, 3, 10, 4]",<class 'list'>,<class 'int'>,6
332,"[9, 5, 7, 4]",<class 'list'>,<class 'int'>,4
333,"[12, 11, 5, 0, 14, 3, 10, 3, 8, 0, 12, 10]",<class 'list'>,<class 'int'>,12
334,"[9, 7, 6]",<class 'list'>,<class 'int'>,3
335,"[6, 10, 7, 13, 6, 5, 3, 11, 8]",<class 'list'>,<class 'int'>,9
336,"[5, 7, 4, 8, 11, 2, 4, 4, 6, 10, 9, 10, 0, 13]",<class 'list'>,<class 'int'>,14
337,"[7, 6, 6, 3, 14, 1, 8]",<class 'list'>,<class 'int'>,7
338,"[10, 6, 9, 12, 10, 4, 9, 13]",<class 'list'>,<class 'int'>,8
339,"[1, 5, 4, 8, 12, 4, 14]",<class 'list'>,<class 'int'>,7
340,"[6, 12, 14]",<class 'list'>,<class 'int'>,3
341,"[10, 2, 14, 10, 14, 3, 4, 5, 3, 4]",<class 'list'>,<class 'int'>,10
342,"[12, 10, 5, 5, 2, 9]",<class 'list'>,<class 'int'>,6
343,"[12, 7, 5, 14, 9, 11, 6, 4, 4, 13, 8, 5, 10]",<class 'list'>,<class 'int'>,13
344,"[7, 14, 8, 14, 2, 8, 8, 2, 8]",<class 'list'>,<class 'int'>,9
345,"[3, 14, 2, 11, 12, 5, 7, 11]",<class 'list'>,<class 'int'>,8
346,"[3, 1, 11, 6]",<class 'list'>,<class 'int'>,4
347,"[1, 4, 10]",<class 'list'>,<class 'int'>,3
348,"[2, 4, 11, 5, 9, 6, 8, 10, 7, 13]",<class 'list'>,<class 'int'>,10
349,"[14, 1, 4, 5, 4, 2, 5, 14]",<class 'list'>,<class 'int'>,8
350,"[5, 6, 4, 12, 0, 11, 13, 11, 12, 7]",<class 'list'>,<class 'int'>,10
351,"[10, 9, 6, 13, 6, 11, 7, 4]",<class 'list'>,<class 'int'>,8
352,"[7, 8, 5, 3]",<class 'list'>,<class 'int'>,4
353,"[14, 3, 12, 2, 11, 13, 2, 6, 2, 5]",<class 'list'>,<class 'int'>,10
354,"[13, 5, 4, 3, 10, 10, 7, 8, 10, 12, 6, 11, 1, 10]",<class 'list'>,<class 'int'>,14
355,"[11, 8, 6, 6, 12, 0, 14, 3, 13, 3]",<class 'list'>,<class 'int'>,10
356,"[4, 0, 3]",<class 'list'>,<class 'int'>,3
357,"[9, 7, 10, 3, 4, 8, 12, 6, 7, 3, 1, 12, 4, 2]",<class 'list'>,<class 'int'>,14
358,"[10, 7, 3, 4, 10]",<class 'list'>,<class 'int'>,5
359,"[0, 13, 1, 9, 3]",<class 'list'>,<class 'int'>,5
360,"[13, 14, 11, 3, 8, 4, 1, 6, 13, 2]",<class 'list'>,<class 'int'>,10
361,"[8, 10, 10, 6]",<class 'list'>,<class 'int'>,4
362,"[9, 10, 13, 9, 6, 3, 3, 12, 4, 2]",<class 'list'>,<class 'int'>,10
363,"[3, 12, 8, 10, 8, 8, 11, 9, 2, 0, 2, 5]",<class 'list'>,<class 'int'>,12
364,"[11, 11, 9, 13, 5, 10]",<class 'list'>,<class 'int'>,6
365,"[13, 10, 7]",<class 'list'>,<class 'int'>,3
366,"[12, 1, 6, 10, 5, 3, 5, 2, 2, 1, 7, 0, 8]",<class 'list'>,<class 'int'>,13
367,"[1, 5, 13, 1, 8, 1, 11, 9, 2]",<class 'list'>,<class 'int'>,9
368,"[0, 8, 4, 9, 11, 0, 10, 1, 10, 5]",<class 'list'>,<class 'int'>,10
369,"[7, 2, 6, 2, 13, 5, 4]",<class 'list'>,<class 'int'>,7
370,"[12, 8, 2, 6, 1]",<class 'list'>,<class 'int'>,5
371,"[2, 5, 10]",<class 'list'>,<class 'int'>,3
372,"[4, 13, 8, 0, 5, 12, 12, 9, 9, 11, 12, 0, 13]",<class 'list'>,<class 'int'>,13
373,"[11, 11, 9, 6, 4, 12, 10, 3]",<class 'list'>,<class 'int'>,8
374,"[13, 10, 3, 3, 4, 3, 0, 5, 9]",<class 'list'>,<class 'int'>,9
375,"[8, 0, 11, 1, 3]",<class 'list'>,<class 'int'>,5
376,"[0, 14, 0]",<class 'list'>,<class 'int'>,3
377,"[6, 9, 4, 8, 5, 4, 14, 2, 1]",<class 'list'>,<class 'int'>,9
378,"[4, 4, 9, 5]",<class 'list'>,<class 'int'>,4
379,"[3, 9, 7, 14, 1, 2, 12, 11, 14, 12, 6, 8, 12]",<class 'list'>,<class 'int'>,13
380,"[3, 12, 14, 9, 4, 14, 1, 4, 8, 1, 8, 8, 3]",<class 'list'>,<class 'int'>,13
381,"[7, 9, 7, 12, 0, 13, 2, 12]",<class 'list'>,<class 'int'>,8
382,"[11, 13, 1, 5, 12, 7]",<class 'list'>,<class 'int'>,6
383,"[4, 8, 3, 10, 1, 3, 4, 11, 4, 0, 7, 2]",<class 'list'>,<class 'int'>,12
384,"[0, 8, 8, 6, 3, 8, 4]",<class 'list'>,<class 'int'>,7
385,"[10, 2, 13, 5, 2, 5, 5, 13, 12, 8, 13, 11, 7]",<class 'list'>,<class 'int'>,13
386,"[11, 10, 7]",<class 'list'>,<class 'int'>,3
387,"[3, 14, 8, 5, 1, 13]",<class 'list'>,<class 'int'>,6
388,"[11, 0, 12, 6, 10, 6, 0, 12, 6, 8, 11, 2]",<class 'list'>,<class 'int'>,12
389,"[0, 4, 11, 6, 8, 9, 8, 8, 3, 10, 11, 9]",<class 'list'>,<class 'int'>,12
390,"[12, 2, 10, 3, 1, 13, 2, 12, 14]",<class 'list'>,<class 'int'>,9
391,"[10, 10, 9, 4]",<class 'list'>,<class 'int'>,4
392,"[12, 2, 14]",<class 'list'>,<class 'int'>,3
393,"[7, 7, 9, 8, 3, 9, 9, 1, 7]",<class 'list'>,<class 'int'>,9
394,"[5, 0, 10, 7, 2, 5]",<class 'list'>,<class 'int'>,6
395,"[11, 3, 13, 14, 11, 13, 1, 5, 4]",<class 'list'>,<class 'int'>,9
396,"[11, 4, 6, 1, 10, 1, 11, 8, 8, 2, 9, 1, 0]",<class 'list'>,<class 'int'>,13
397,"[6, 0, 9, 2, 13, 9, 6, 11, 4, 9, 6, 3, 8, 13]",<class 'list'>,<class 'int'>,14
398,"[7, 4, 1, 5, 8, 14, 4, 2, 7, 2, 9]",<class 'list'>,<class 'int'>,11
399,"[11, 6, 12, 14, 9]",<class 'list'>,<class 'int'>,5
400,"[5, 3, 13, 13, 6, 11]",<class 'list'>,<class 'int'>,6
401,"[4, 12, 2, 3, 6, 9, 14, 0, 3, 1, 2, 5, 1]",<class 'list'>,<class 'int'>,13
402,"[13, 9, 2, 5, 9, 12, 5, 3, 0, 3, 2, 6, 7]",<class 'list'>,<class 'int'>,13
403,"[2, 1, 14, 3, 2, 7, 3, 6, 10, 0, 8, 14, 14, 9]",<class 'list'>,<class 'int'>,14
404,"[9, 4, 8, 1, 2, 7, 14, 12]",<class 'list'>,<class 'int'>,8
405,"[0, 2, 6, 13, 7, 9, 4, 8, 9, 11, 9]",<class 'list'>,<class 'int'>,11
406,"[8, 11, 9, 1, 13, 14, 14, 12, 3, 5, 7, 12, 3]",<class 'list'>,<class 'int'>,13
407,"[11, 0, 12, 5]",<class 'list'>,<class 'int'>,4
408,"[11, 5, 2, 7, 11, 8, 11, 1, 9]",<class 'list'>,<class 'int'>,9
409,"[6, 11, 12, 3, 14, 14, 1, 13, 11, 1, 2, 10, 5, 4]",<class 'list'>,<class 'int'>,14
410,"[4, 4, 2]",<class 'list'>,<class 'int'>,3
411,"[0, 0, 9, 6, 6, 1, 4, 1, 12]",<class 'list'>,<class 'int'>,9
412,"[12, 3, 14, 14, 5, 8, 14, 1, 2, 6]",<class 'list'>,<class 'int'>,10
413,"[10, 12, 0, 13, 4, 0, 12, 8, 6, 11, 14]",<class 'list'>,<class 'int'>,11
414,"[7, 10, 8, 0, 7, 12, 0, 11]",<class 'list'>,<class 'int'>,8
415,"[13, 10, 12, 10, 0, 0, 12, 3, 2, 10, 13, 7, 8]",<class 'list'>,<class 'int'>,13
416,"[11, 14, 5, 4, 12, 11, 10, 2, 8, 9, 3, 6, 7]",<class 'list'>,<class 'int'>,13
417,"[3, 0, 11, 14]",<class 'list'>,<class 'int'>,4
418,"[12, 10, 3, 2, 5, 10, 6, 6, 1, 4, 2]",<class 'list'>,<class 'int'>,11
419,"[0, 11, 2, 3, 6, 12, 9, 6, 13]",<class 'list'>,<class 'int'>,9
420,"[9, 10, 8, 5, 8, 6, 14, 10, 13, 7, 13, 4, 9]",<class 'list'>,<class 'int'>,13
421,"[1, 3, 8, 4, 5, 13, 14, 12, 0, 9]",<class 'list'>,<class 'int'>,10
422,"[3, 3, 11, 6, 12, 7, 6, 0, 13, 7, 0]",<class 'list'>,<class 'int'>,11
423,"[11, 12, 0, 1, 12, 11, 8, 7]",<class 'list'>,<class 'int'>,8
424,"[9, 14, 7, 13, 0, 11]",<class 'list'>,<class 'int'>,6
425,"[2, 8, 11, 6]",<class 'list'>,<class 'int'>,4
426,"[12, 13, 0, 3, 4, 11, 5, 14, 5, 2, 4, 4]",<class 'list'>,<class 'int'>,12
427,"[1, 7, 11, 14, 6, 12, 0, 9, 10, 2]",<class 'list'>,<class 'int'>,10
428,"[14, 2, 10, 14, 0, 8, 4, 1, 0, 8, 4]",<class 'list'>,<class 'int'>,11
429,"[13, 9, 6, 2, 7, 13, 0, 12, 9, 10, 0, 7, 5]",<class 'list'>,<class 'int'>,13
430,"[14, 4, 7, 7, 5, 7, 14, 9, 1]",<class 'list'>,<class 'int'>,9
431,"[5, 0, 11, 10, 4, 12, 5, 10, 7, 9]",<class 'list'>,<class 'int'>,10
432,"[7, 11, 1, 6, 10, 8, 0, 8]",<class 'list'>,<class 'int'>,8
433,"[3, 5, 3, 4, 6]",<class 'list'>,<class 'int'>,5
434,"[8, 8, 0, 13, 7, 1, 11, 1, 0, 5, 1, 7]",<class 'list'>,<class 'int'>,12
435,"[10, 4, 6, 4, 14, 7, 12, 8]",<class 'list'>,<class 'int'>,8
436,"[9, 12, 11]",<class 'list'>,<class 'int'>,3
437,"[4, 6, 11, 6, 9]",<class 'list'>,<class 'int'>,5
438,"[14, 0, 5, 8]",<class 'list'>,<class 'int'>,4
439,"[8, 8, 7, 13, 12, 6, 11, 4, 13, 9, 10, 13, 5, 5]",<class 'list'>,<class 'int'>,14
440,"[4, 1, 4]",<class 'list'>,<class 'int'>,3
441,"[2, 8, 11, 10, 3, 4, 1, 13, 3, 0]",<class 'list'>,<class 'int'>,10
442,"[8, 14, 11, 0, 10, 13, 13, 6, 14, 8, 5, 12, 8, 5]",<class 'list'>,<class 'int'>,14
443,"[4, 6, 4, 10, 8, 6, 10, 2, 5, 14, 6, 9, 2]",<class 'list'>,<class 'int'>,13
444,"[10, 0, 10, 0]",<class 'list'>,<class 'int'>,4
445,"[10, 6, 7, 14]",<class 'list'>,<class 'int'>,4
446,"[10, 3, 13, 8, 9, 13, 7, 4]",<class 'list'>,<class 'int'>,8
447,"[6, 9, 6, 1, 0, 5, 7, 4, 12, 0, 7, 14, 12, 13]",<class 'list'>,<class 'int'>,14
448,"[0, 7, 5]",<class 'list'>,<class 'int'>,3
449,"[7, 7, 7, 4, 3, 9, 6, 8, 11, 11, 13, 14, 9, 12]",<class 'list'>,<class 'int'>,14
450,"[6, 14, 14, 7, 4, 0, 13, 9, 2]",<class 'list'>,<class 'int'>,9
451,"[12, 12, 12, 9, 11, 14]",<class 'list'>,<class 'int'>,6
452,"[1, 9, 6, 3, 0]",<class 'list'>,<class 'int'>,5
453,"[4, 1, 8]",<class 'list'>,<class 'int'>,3
454,"[14, 1, 9, 14, 7, 8, 8, 12, 8, 8, 9]",<class 'list'>,<class 'int'>,11
455,"[3, 1, 12, 13]",<class 'list'>,<class 'int'>,4
456,"[0, 9, 8, 2, 11]",<class 'list'>,<class 'int'>,5
457,"[3, 5, 7, 13, 13, 0, 8, 12, 9, 5, 4]",<class 'list'>,<class 'int'>,11
458,"[11, 5, 2, 6, 13, 8, 13, 1, 2, 0, 4, 5, 9]",<class 'list'>,<class 'int'>,13
459,"[14, 9, 1, 7, 6, 3, 5, 14, 2]",<class 'list'>,<class 'int'>,9
460,"[5, 7, 9, 1, 6, 11, 0, 6, 0, 2]",<class 'list'>,<class 'int'>,10
461,"[2, 10, 3, 11, 3, 11, 13, 8, 1, 5, 11, 3, 13, 0]",<class 'list'>,<class 'int'>,14
462,"[11, 11, 4, 10]",<class 'list'>,<class 'int'>,4
463,"[5, 0, 4]",<class 'list'>,<class 'int'>,3
464,"[12, 8, 3, 8, 14, 0, 10, 0]",<class 'list'>,<class 'int'>,8
465,"[1, 13, 14, 10]",<class 'list'>,<class 'int'>,4
466,"[9, 1, 8]",<class 'list'>,<class 'int'>,3
467,"[13, 10, 11, 11, 0, 2, 14, 0, 7, 8, 0]",<class 'list'>,<class 'int'>,11
468,"[8, 10, 2, 10, 9]",<class 'list'>,<class 'int'>,5
469,"[2, 8, 14, 11]",<class 'list'>,<class 'int'>,4
470,"[2, 1, 3, 9, 2, 4, 3, 14, 11, 6, 6]",<class 'list'>,<class 'int'>,11
471,"[6, 10, 10, 2, 13, 10, 14]",<class 'list'>,<class 'int'>,7
472,"[13, 12, 14]",<class 'list'>,<class 'int'>,3
473,"[2, 11, 0, 1, 0, 13]",<class 'list'>,<class 'int'>,6
474,"[1, 8, 8, 12, 6, 8, 7, 2, 7, 3, 4, 11, 1]",<class 'list'>,<class 'int'>,13
475,"[10, 5, 12]",<class 'list'>,<class 'int'>,3
476,"[9, 5, 11, 13, 11, 6, 7, 6]",<class 'list'>,<class 'int'>,8
477,"[4, 2, 2, 8, 0, 9, 14, 9, 8, 4, 6]",<class 'list'>,<class 'int'>,11
478,"[9, 10, 5, 12, 8, 10, 12]",<class 'list'>,<class 'int'>,7
479,"[10, 5, 11, 4, 14, 13]",<class 'list'>,<class 'int'>,6
480,"[2, 3, 4, 8, 10, 3, 6, 5, 13, 5, 1, 8]",<class 'list'>,<class 'int'>,12
481,"[0, 8, 7, 1, 5, 4, 0, 0]",<class 'list'>,<class 'int'>,8
482,"[12, 4, 0, 8, 3, 10, 1, 1, 0, 12, 1]",<class 'list'>,<class 'int'>,11
483,"[4, 10, 7, 6, 12, 5, 8, 4, 0, 2, 5, 6, 13, 5]",<class 'list'>,<class 'int'>,14
484,"[1, 5, 4, 10, 2, 11, 2, 12, 14, 8, 13]",<class 'list'>,<class 'int'>,11
485,"[2, 5, 11, 10, 5, 10, 0, 5]",<class 'list'>,<class 'int'>,8
486,"[1, 3, 5, 10, 5, 6, 6, 10, 11, 1, 6]",<class 'list'>,<class 'int'>,11
487,"[14, 6, 4, 7, 7, 1, 14, 13, 6]",<class 'list'>,<class 'int'>,9
488,"[0, 11, 14, 11, 0, 8, 9, 3, 9, 1, 2, 0, 11]",<class 'list'>,<class 'int'>,13
489,"[14, 6, 13, 0, 4, 13]",<class 'list'>,<class 'int'>,6
490,"[1, 13, 9, 2, 14, 6, 14, 7, 9, 4]",<class 'list'>,<class 'int'>,10
491,"[2, 10, 8, 1, 5, 8]",<class 'list'>,<class 'int'>,6
492,"[8, 9, 14]",<class 'list'>,<class 'int'>,3
493,"[8, 1, 12, 2, 11, 12, 8, 13, 13, 5, 12]",<class 'list'>,<class 'int'>,11
494,"[14, 13, 12, 5, 8, 6, 6, 4, 0]",<class 'list'>,<class 'int'>,9
495,"[5, 12, 4, 14]",<class 'list'>,<class 'int'>,4
496,"[5, 6, 2, 14, 10, 0, 4]",<class 'list'>,<class 'int'>,7
497,"[1, 12, 6, 8, 10, 5, 13, 3, 14]",<class 'list'>,<class 'int'>,9
498,"[1, 10, 5, 0, 1, 0, 0]",<class 'list'>,<class 'int'>,7
499,"[4, 2, 0, 3, 5, 0, 2, 1, 1, 12, 11, 5, 1, 8]",<class 'list'>,<class 'int'>,14
500,"[9, 12, 4, 2, 0, 5, 9, 4, 5, 7, 5]",<class 'list'>,<class 'int'>,11
501,"[5, 10, 14, 10, 8, 6, 14]",<class 'list'>,<class 'int'>,7
502,"[12, 1, 7, 10, 3, 6, 7, 10]",<class 'list'>,<class 'int'>,8
503,"[9, 5, 11, 13, 7]",<class 'list'>,<class 'int'>,5
504,"[0, 14, 10]",<class 'list'>,<class 'int'>,3
505,"[5, 11, 2, 13, 8, 13, 13, 9, 8, 8]",<class 'list'>,<class 'int'>,10
506,"[12, 7, 9, 10, 6, 7, 11, 12, 10, 6, 4, 10, 9, 1]",<class 'list'>,<class 'int'>,14
507,"[0, 6, 8, 3, 12, 0, 12, 2, 2, 1, 10, 8, 10, 1]",<class 'list'>,<class 'int'>,14
508,"[6, 2, 13, 9, 12, 13, 4, 1, 2, 6, 12, 5, 12, 3]",<class 'list'>,<class 'int'>,14
509,"[13, 14, 5, 11, 0, 2, 11, 7, 1, 7]",<class 'list'>,<class 'int'>,10
510,"[4, 3, 2, 9, 0, 7, 6, 12, 7]",<class 'list'>,<class 'int'>,9
511,"[1, 4, 7, 14, 8, 11, 14, 7, 1, 12]",<class 'list'>,<class 'int'>,10
512,"[8, 14, 7, 13, 11, 2, 3, 2]",<class 'list'>,<class 'int'>,8
513,"[9, 14, 2, 11, 0, 14]",<class 'list'>,<class 'int'>,6
514,"[1, 13, 2, 13, 0, 6, 5, 4, 2, 12, 13]",<class 'list'>,<class 'int'>,11
515,"[13, 6, 1, 12, 0, 9, 5, 1, 14, 1, 5, 8, 8, 3]",<class 'list'>,<class 'int'>,14
516,"[4, 10, 13, 13, 1, 0]",<class 'list'>,<class 'int'>,6
517,"[6, 0, 7, 6]",<class 'list'>,<class 'int'>,4
518,"[13, 8, 9, 14, 10, 10, 3, 1, 6, 2, 14, 3, 7]",<class 'list'>,<class 'int'>,13
519,"[13, 14, 0, 8, 8]",<class 'list'>,<class 'int'>,5
520,"[8, 2, 4, 7, 5, 12, 7, 1, 11]",<class 'list'>,<class 'int'>,9
521,"[11, 13, 9, 14, 3]",<class 'list'>,<class 'int'>,5
522,"[3, 11, 8]",<class 'list'>,<class 'int'>,3
523,"[10, 1, 5, 7, 11, 4, 5, 7, 12, 10, 11]",<class 'list'>,<class 'int'>,11
524,"[3, 7, 9, 5, 9, 12, 14, 5, 6, 14, 3, 14]",<class 'list'>,<class 'int'>,12
525,"[6, 1, 1, 13, 14, 9, 10, 3, 9]",<class 'list'>,<class 'int'>,9
526,"[0, 4, 7, 13, 3, 2, 9, 1, 3]",<class 'list'>,<class 'int'>,9
527,"[10, 11, 11, 12, 0, 6, 12, 9, 0, 14, 3, 4]",<class 'list'>,<class 'int'>,12
528,"[6, 2, 6]",<class 'list'>,<class 'int'>,3
529,"[8, 5, 11, 5, 1, 7, 1, 7, 2, 11, 0, 11, 7]",<class 'list'>,<class 'int'>,13
530,"[11, 13, 12, 4, 8, 10, 3, 0, 10]",<class 'list'>,<class 'int'>,9
531,"[14, 4, 8, 14, 4, 11, 1]",<class 'list'>,<class 'int'>,7
532,"[8, 13, 5]",<class 'list'>,<class 'int'>,3
533,"[12, 8, 4, 9]",<class 'list'>,<class 'int'>,4
534,"[11, 7, 12, 2, 3, 7]",<class 'list'>,<class 'int'>,6
535,"[5, 4, 1, 8, 2, 5, 5, 14, 11, 5, 5, 6]",<class 'list'>,<class 'int'>,12
536,"[13, 7, 4, 1, 5, 6, 14, 14, 5]",<class 'list'>,<class 'int'>,9
537,"[2, 1, 6, 14, 11, 13, 6, 5, 11, 11]",<class 'list'>,<class 'int'>,10
538,"[10, 11, 3, 3]",<class 'list'>,<class 'int'>,4
539,"[9, 2, 0, 5, 1]",<class 'list'>,<class 'int'>,5
540,"[7, 5, 0, 13, 0, 2, 0, 11]",<class 'list'>,<class 'int'>,8
541,"[3, 12, 1, 3]",<class 'list'>,<class 'int'>,4
542,"[14, 7, 14, 13, 0, 1, 6]",<class 'list'>,<class 'int'>,7
543,"[13, 0, 7, 11, 13, 0, 7, 12, 0]",<class 'list'>,<class 'int'>,9
544,"[8, 7, 12, 8, 4, 13, 11, 12, 1, 7, 7, 5]",<class 'list'>,<class 'int'>,12
545,"[8, 3, 11, 5, 9]",<class 'list'>,<class 'int'>,5
546,"[8, 14, 11, 10]",<class 'list'>,<class 'int'>,4
547,"[11, 2, 2, 9, 13]",<class 'list'>,<class 'int'>,5
548,"[14, 14, 6, 9, 14, 1, 2, 14, 14, 8, 5, 8, 5]",<class 'list'>,<class 'int'>,13
549,"[5, 9, 8, 12, 4, 3, 10, 1, 8, 2]",<class 'list'>,<class 'int'>,10
550,"[12, 9, 14, 1, 5]",<class 'list'>,<class 'int'>,5
551,"[5, 0, 9, 3, 2, 9]",<class 'list'>,<class 'int'>,6
552,"[8, 8, 12, 1, 3, 7, 5, 11, 4, 13, 2, 8, 2]",<class 'list'>,<class 'int'>,13
553,"[7, 7, 1, 1]",<class 'list'>,<class 'int'>,4
554,"[4, 2, 6, 9, 12]",<class 'list'>,<class 'int'>,5
555,"[2, 8, 14, 8]",<class 'list'>,<class 'int'>,4
556,"[13, 2, 3, 0, 2, 8, 9, 1, 11, 14, 2, 11, 13]",<class 'list'>,<class 'int'>,13
557,"[3, 7, 8, 8, 2, 13, 2, 10]",<class 'list'>,<class 'int'>,8
558,"[10, 7, 0]",<class 'list'>,<class 'int'>,3
559,"[13, 4, 13]",<class 'list'>,<class 'int'>,3
560,"[7, 3, 4, 9]",<class 'list'>,<class 'int'>,4
561,"[0, 10, 11, 14, 10, 3, 0]",<class 'list'>,<class 'int'>,7
562,"[8, 13, 12, 3, 11, 13, 14, 10, 14, 9, 11]",<class 'list'>,<class 'int'>,11
563,"[11, 1, 0]",<class 'list'>,<class 'int'>,3
564,"[6, 6, 9, 5, 12, 14]",<class 'list'>,<class 'int'>,6
565,"[11, 9, 10, 4]",<class 'list'>,<class 'int'>,4
566,"[14, 7, 11, 14, 12, 3, 10, 3, 11, 8, 7, 10, 14, 10]",<class 'list'>,<class 'int'>,14
567,"[4, 9, 14, 10, 0]",<class 'list'>,<class 'int'>,5
568,"[2, 0, 1, 3, 4, 12, 12, 2, 9, 6, 9, 9, 7]",<class 'list'>,<class 'int'>,13
569,"[0, 7, 9]",<class 'list'>,<class 'int'>,3
570,"[6, 1, 5, 9, 10, 1, 7, 5, 5, 9, 2, 3]",<class 'list'>,<class 'int'>,12
571,"[12, 12, 5, 14, 13, 3, 0, 8]",<class 'list'>,<class 'int'>,8
572,"[13, 14, 10, 14, 12, 3]",<class 'list'>,<class 'int'>,6
573,"[9, 0, 8]",<class 'list'>,<class 'int'>,3
574,"[5, 0, 0, 6, 3, 14, 14, 10, 2, 6, 7]",<class 'list'>,<class 'int'>,11
575,"[13, 2, 7, 12, 14, 10, 2]",<class 'list'>,<class 'int'>,7
576,"[0, 0, 12, 7, 2, 13, 12, 6, 3, 7, 3, 5]",<class 'list'>,<class 'int'>,12
577,"[9, 4, 8, 11]",<class 'list'>,<class 'int'>,4
578,"[14, 1, 3, 13, 6, 13, 1, 0, 1]",<class 'list'>,<class 'int'>,9
579,"[11, 12, 11, 10, 3, 10, 14]",<class 'list'>,<class 'int'>,7
580,"[0, 7, 13, 2, 4, 14, 13, 11, 14]",<class 'list'>,<class 'int'>,9
581,"[11, 13, 9, 4, 4, 6, 13, 12, 7, 1]",<class 'list'>,<class 'int'>,10
582,"[10, 8, 10, 8, 8, 9, 10, 0]",<class 'list'>,<class 'int'>,8
583,"[2, 2, 14, 12, 1, 10, 6, 7, 13, 6, 13, 11, 3]",<class 'list'>,<class 'int'>,13
584,"[1, 9, 6, 10, 8, 3, 8, 3]",<class 'list'>,<class 'int'>,8
585,"[7, 13, 3, 14, 14, 9, 5, 3]",<class 'list'>,<class 'int'>,8
586,"[3, 3, 3, 5, 0, 6, 7, 7, 0, 9, 11, 12]",<class 'list'>,<class 'int'>,12
587,"[14, 7, 2]",<class 'list'>,<class 'int'>,3
588,"[1, 11, 8, 2, 7]",<class 'list'>,<class 'int'>,5
589,"[11, 8, 3, 12, 14, 11]",<class 'list'>,<class 'int'>,6
590,"[13, 3, 4, 10, 12]",<class 'list'>,<class 'int'>,5
591,"[8, 7, 11, 2, 9, 10, 14, 7, 1, 10, 7, 13]",<class 'list'>,<class 'int'>,12
592,"[4, 13, 4, 1, 5, 12, 2, 13, 7, 3, 0, 8, 4, 4]",<class 'list'>,<class 'int'>,14
